"hgroup","genesymbol_source","genesymbol_target"
55617,"Cyc1","CYC1"
55618,"Dctd","DCTD"
55619,"Speg","SPEG"
55620,"Drp2","DRP2"
55621,"Dusp6","DUSP6"
55623,"Esd","ESD"
55623,"Gm2904","ESD"
55624,"Fli1","FLI1"
55628,"Gnb3","GNB3"
55629,"Gsk3b","GSK3B"
55630,"Gtf3a","GTF3A"
55632,"Cfhr1","CFHR1"
55633,"Hk3","HK3"
55634,"Hpca","HPCA"
55636,"Tnc","TNC"
55638,"Kcnj13","KCNJ13"
55639,"Kdr","KDR"
55640,"Kif3c","KIF3C"
55642,"Kpna1","KPNA1"
55643,"Krt8","KRT8"
55645,"Krt81","KRT81"
55647,"Ldhb","LDHB"
55648,"Lmx1b","LMX1B"
55649,"Lyn","LYN"
55653,"Mark3","MARK3"
55655,"Mif","MIF"
55657,"Msi1","MSI1"
55661,"Nras","NRAS"
55662,"Ogdh","OGDH"
55663,"Opcml","OPCML"
55664,"Pak3","PAK3"
55665,"Pax7","PAX7"
55666,"Cdk17","CDK17"
55668,"Pfkl","PFKL"
55669,"Pgc","PGC"
55670,"Plau","PLAU"
55671,"Plcg2","PLCG2"
55672,"Pld2","PLD2"
55673,"Pnmt","PNMT"
55674,"Pou2f2","POU2F2"
55679,"Prkca","PRKCA"
55680,"Prkd1","PRKD1"
55681,"Prkcz","PRKCZ"
55682,"Mapk3","MAPK3"
55683,"Mapk6","MAPK6"
55684,"Mapk11","MAPK11"
55685,"Mapk9","MAPK9"
55686,"Map2k6","MAP2K6"
55687,"Prpsap1","PRPSAP1"
55690,"Psmb5","PSMB5"
55691,"Psmd4","PSMD4"
55693,"Ptprk","PTPRK"
55697,"Rab6a","RAB6A"
55699,"Rac2","RAC2"
55700,"Rangap1","RANGAP1"
55701,"Rap2b","RAP2B"
55702,"Rbbp7","RBBP7"
55703,"Rps6ka1","RPS6KA1"
55705,"Mapk12","MAPK12"
55706,"Scn7a","SCN7A"
55707,"Set","SET"
55708,"Srsf3","SRSF3"
55709,"Sh3gl1","SH3GL1"
55711,"Smarca1","SMARCA1"
55718,"Stat5b","STAT5B"
55719,"Cdkl5","CDKL5"
55722,"Syt5","SYT5"
55723,"Taf4a","TAF4"
55726,"Thop1","THOP1"
55727,"Tnnc2","TNNC2"
55728,"Tnnc1","TNNC1"
55729,"Tpsb2","TPSB2"
55729,"Tpsb2","TPSAB1"
55730,"Tpt1","TPT1"
55731,"Nr2c1","NR2C1"
55733,"Txnrd1","TXNRD1"
55739,"Ube2v2","UBE2V2"
55740,"Ezr","EZR"
55742,"Zic3","ZIC3"
55755,"Zfp174","ZNF174"
55757,"Pdhx","PDHX"
55758,"Usp5","USP5"
55759,"Slc7a5","SLC7A5"
55762,"Dyrk3","DYRK3"
55764,"Smarca5","SMARCA5"
55765,"Cdc42bpa","CDC42BPA"
55769,"Cdk10","CDK10"
55770,"Degs1","DEGS1"
55773,"Pcdhgb5","PCDHGB5"
55776,"Slc4a4","SLC4A4"
55777,"Stx19","STX19"
55780,"Myh13","MYH13"
55784,"Fbp2","FBP2"
55785,"Suclg1","SUCLG1"
55793,"Cdkl2","CDKL2"
55798,"Cetn2","CETN2"
55799,"Emx1","EMX1"
55800,"Fasn","FASN"
55802,"Ggt5","GGT5"
55803,"Idh3g","IDH3G"
55804,"Slc9a3","SLC9A3"
55805,"Cdkl1","CDKL1"
55806,"P4ha2","P4HA2"
55807,"Aurkb","AURKB"
55809,"Zfp213","ZNF213"
55811,"Actl6a","ACTL6A"
55812,"Bphl","BPHL"
55815,"Cdc34","CDC34"
55818,"Csk","CSK"
55823,"Endog","ENDOG"
55824,"Epha5","EPHA5"
55827,"Galnt3","GALNT3"
55828,"Hoxb7","HOXB7"
55829,"Kif5b","KIF5B"
55831,"Ror2","ROR2"
55833,"Ppp2r2b","PPP2R2B"
55836,"Mapkapk3","MAPKAPK3"
55837,"Ap3b2","AP3B2"
55838,"Kdm5d","KDM5D"
55839,"Ddx3y","DDX3Y"
55840,"Papss2","PAPSS2"
55842,"Mtmr6","MTMR6"
55843,"Lats1","LATS1"
55844,"Kcnab3","KCNAB3"
55848,"Lhx2","LHX2"
55849,"Kif3b","KIF3B"
55850,"Ciao1","CIAO1"
55852,"Abcg2","ABCG2"
55855,"Acat3","ACAT2"
55855,"Acat2","ACAT2"
55856,"Klk4","KLK4"
55857,"Actn4","ACTN4"
55858,"Cdh18","CDH18"
55859,"Cdkn2b","CDKN2B"
55861,"Kif5a","KIF5A"
55864,"Myo1e","MYO1E"
55867,"Prcp","PRCP"
55868,"Prkx","PRKX"
55872,"Ptbp3","PTBP3"
55873,"Abcd2","ABCD2"
55875,"Car7","CA7"
55879,"Col8a2","COL8A2"
55884,"Gfer","GFER"
55885,"Glud1","GLUD1"
55888,"Hadh","HADH"
55890,"Hras","HRAS"
55897,"Pdk3","PDK3"
55899,"Rock1","ROCK1"
55900,"Yes1","YES1"
55902,"Gabbr2","GABBR2"
55904,"Akt3","AKT3"
55906,"Ap1m2","AP1M2"
55911,"Limk2","LIMK2"
55912,"Lmnb1","LMNB1"
55916,"Gm5068","S100A11"
55918,"Taf11","TAF11"
55921,"Zfp354a","ZNF354A"
55922,"Gpc6","GPC6"
55923,"Hipk3","HIPK3"
55925,"Lpar6","LPAR6"
55929,"Lrrc17","LRRC17"
55930,"Dcaf7","DCAF7"
55933,"Dennd4a","DENND4A"
55936,"Cd5l","CD5L"
55937,"Smad3","SMAD3"
55938,"Mdh2","MDH2"
55939,"Mmp16","MMP16"
55940,"Mthfd1","MTHFD1"
55941,"Myh10","MYH10"
55942,"Skp2","SKP2"
55943,"Akr1d1","AKR1D1"
55945,"Cdc42bpb","CDC42BPB"
55946,"Hdac4","HDAC4"
55948,"Ikzf1","IKZF1"
55952,"Tubb4a","TUBB4A"
55953,"Ndrg1","NDRG1"
55954,"Man2a2","MAN2A2"
55955,"Bmp1","BMP1"
55956,"Capza2","CAPZA2"
55957,"Dnajb1","DNAJB1"
55958,"Pitpna","PITPNA"
55959,"Ppef2","PPEF2"
55960,"Ppef1","PPEF1"
55961,"Ppp2r5a","PPP2R5A"
55962,"Ppp2r5e","PPP2R5E"
55963,"Prkcd","PRKCD"
55964,"Prkg1","PRKG1"
55965,"Stk4","STK4"
55966,"Vrk2","VRK2"
55968,"Sec24b","SEC24B"
55971,"Slc9a6","SLC9A6"
55973,"Agpat1","AGPAT1"
55975,"Gnai3","GNAI3"
55976,"Gna13","GNA13"
55977,"Rrh","RRH"
55978,"Cct6b","CCT6B"
55980,"Tubgcp2","TUBGCP2"
55982,"Man1a2","MAN1A2"
55983,"Spin1","SPIN1"
55984,"Tcea1","TCEA1"
55988,"Ugt2a3","UGT2A3"
55991,"Tmed2","TMED2"
55991,"Gm21540","TMED2"
55992,"Cops5","COPS5"
55994,"Pdia2","PDIA2"
55997,"Adap1","ADAP1"
56000,"Dnmt3b","DNMT3B"
56001,"Hoxa7","HOXA7"
56002,"Pycr1","PYCR1"
56003,"Rit1","RIT1"
56004,"Rnf5","RNF5"
56005,"Scn3a","SCN3A"
56012,"Btn2a2","BTN2A2"
56014,"Katna1","KATNA1"
56019,"Wdhd1","WDHD1"
56029,"Abca8b","ABCA8"
56032,"Ddx19b","DDX19B"
56033,"Stk38","STK38"
56037,"Acss1","ACSS1"
56038,"Rhot2","RHOT2"
56073,"Cs","CS"
56080,"Sord","SORD"
56097,"Gpd1l","GPD1L"
56106,"Slmo2","SLMO2"
56113,"Ush1g","USH1G"
56119,"Adipor2","ADIPOR2"
56129,"Mapre1","MAPRE1"
56130,"Pycrl","PYCRL"
56137,"Usp12","USP12"
56150,"Atp2b2","ATP2B2"
56152,"Sirt7","SIRT7"
56208,"Slc25a28","SLC25A28"
56228,"Pgam2","PGAM2"
56234,"Kif5c","KIF5C"
56235,"Dhx33","DHX33"
56240,"Chmp1a","CHMP1A"
56267,"Dhx57","DHX57"
56276,"Myo1f","MYO1F"
56279,"Recql","RECQL"
56282,"Acsl4","ACSL4"
56284,"Fa2h","FA2H"
56292,"Copg2","COPG2"
56295,"Yif1a","YIF1A"
56296,"Atg4c","ATG4C"
56299,"Stk38l","STK38L"
56300,"Slc36a4","SLC36A4"
56320,"Letm1","LETM1"
56324,"Zdhhc17","ZDHHC17"
56331,"Gtf2a1","GTF2A1"
56334,"Wwox","WWOX"
56358,"Letm2","LETM2"
56377,"Ncbp2","NCBP2"
56379,"App","APP"
56382,"Slc7a3","SLC7A3"
56383,"Cacna1a","CACNA1A"
56386,"Cd59b","CD59"
56389,"Col11a1","COL11A1"
56394,"Egr1","EGR1"
56396,"Epha6","EPHA6"
56411,"Ly6e","LY6E"
56412,"Mapkapk2","MAPKAPK2"
56414,"Meig1","MEIG1"
56417,"Myo6","MYO6"
56419,"Pax5","PAX5"
56424,"Prkcb","PRKCB"
56426,"Plxna1","PLXNA1"
56427,"Plxna2","PLXNA2"
56428,"Ppm1a","PPM1A"
56429,"Ppp3cb","PPP3CB"
56430,"Map2k3","MAP2K3"
56433,"Rfng","RFNG"
56438,"Sfrp2","SFRP2"
56439,"Mapk10","MAPK10"
56442,"Slc22a12","SLC22A12"
56444,"Zfp143","ZNF143"
56448,"Tssk1","TSSK1B"
56451,"Slc32a1","SLC32A1"
56453,"Zscan2","ZSCAN2"
56457,"Aoc2","AOC2"
56461,"Atp10a","ATP10A"
56466,"Cry2","CRY2"
56469,"Des","DES"
56470,"Dhfr","DHFR"
56471,"Ebf2","EBF2"
56472,"Ebf3","EBF3"
56483,"Hipk1","HIPK1"
56489,"Igfbp5","IGFBP5"
56490,"Irx2","IRX2"
56491,"Kcnab1","KCNAB1"
56492,"Kcnab2","KCNAB2"
56493,"Setd2","SETD2"
56495,"Ldha","LDHA"
56497,"Lhx4","LHX4"
56499,"Psmb8","PSMB8"
56504,"Myo15","MYO15A"
56518,"Six2","SIX2"
56521,"Abcc9","ABCC9"
56523,"Atp6v0a2","ATP6V0A2"
56528,"Ywhaz","YWHAZ"
56530,"Zscan21","ZSCAN21"
56537,"Coro1c","CORO1C"
56539,"Insrr","INSRR"
56540,"Aadat","AADAT"
56542,"Tenm1","TENM1"
56545,"Tll2","TLL2"
56546,"Clcn7","CLCN7"
56548,"Map2k7","MAP2K7"
56554,"B3gat3","B3GAT3"
56555,"Msrb2","MSRB2"
56556,"Sirt1","SIRT1"
56557,"Snw1","SNW1"
56558,"Sephs1","SEPHS1"
56563,"Rapgef5","RAPGEF5"
56564,"Kdm2a","KDM2A"
56565,"Mapre3","MAPRE3"
56568,"Olfr145","OR8B8"
56569,"Pef1","PEF1"
56571,"Slc17a5","SLC17A5"
56572,"Usp21","USP21"
56577,"Camk2a","CAMK2A"
56580,"Gys2","GYS2"
56582,"Sgk3","C8orf44-SGK3"
56582,"Sgk3","SGK3"
56583,"Ctnna3","CTNNA3"
56584,"Gpsm2","GPSM2"
56585,"Npc1l1","NPC1L1"
56588,"H2-Ke6","HSD17B8"
56589,"Ptpn6","PTPN6"
56590,"Hprt","HPRT1"
56591,"Loxl3","LOXL3"
56593,"Olfr64","OR51B2"
56594,"Rora","RORA"
56598,"Uncx","UNCX"
56602,"Ip6k1","IP6K1"
56603,"Slco1a5","SLCO1A2"
56606,"Zfp354c","ZNF354C"
56659,"Ndufs2","NDUFS2"
56661,"Mfsd7b","FLVCR1"
56664,"Mrpl22","MRPL22"
56668,"Slc7a9","SLC7A9"
56670,"Gnl3","GNL3"
56672,"Atp2c1","ATP2C1"
56674,"Dkkl1","DKKL1"
56676,"Ube2s","UBE2S"
56677,"Tor1b","TOR1B"
56678,"Lats2","LATS2"
56679,"Ece2","ECE2"
56680,"Dock4","DOCK4"
56682,"Ctif","CTIF"
56683,"Cul7","CUL7"
56685,"Elmo1","ELMO1"
56686,"Srgap3","SRGAP3"
56688,"Nav3","NAV3"
56689,"Agap1","AGAP1"
56690,"Nlgn1","NLGN1"
56691,"Rbm34","RBM34"
56692,"Tln2","TLN2"
56694,"Tbc1d2b","TBC1D2B"
56695,"Rap1gap2","RAP1GAP2"
56696,"Cul9","CUL9"
56697,"Smg1","SMG1"
56698,"Rad54l2","RAD54L2"
56700,"Syne2","SYNE2"
56705,"Ccdc28a","CCDC28A"
56706,"Mthfd1l","MTHFD1L"
56708,"Sec31b","SEC31B"
56710,"Dak","DAK"
56711,"Spats2l","SPATS2L"
56712,"Chd5","CHD5"
56714,"Klk13","KLK13"
56715,"Herc4","HERC4"
56717,"Ccz1","CCZ1"
56717,"Ccz1","CCZ1B"
56721,"Zfp777","ZNF777"
56723,"Rrm2b","RRM2B"
56725,"Dcaf8","DCAF8"
56736,"Klhl5","KLHL5"
56737,"Luc7l2","LUC7L2"
56740,"Tmbim4","TMBIM4"
56741,"Desi2","DESI2"
56743,"Nip7","NIP7"
56745,"Copg1","COPG1"
56752,"Evl","EVL"
56753,"Cpa4","CPA4"
56754,"Erap1","ERAP1"
56758,"Kcnk9","KCNK9"
56760,"Mapk8","MAPK8"
56761,"Kif21a","KIF21A"
56762,"Mink1","MINK1"
56763,"Pde11a","PDE11A"
56764,"Kcnj1","KCNJ1"
56766,"Tuba8","TUBA8"
56767,"Slc7a10","SLC7A10"
56773,"Rab39","RAB39A"
56774,"Fblim1","FBLIM1"
56777,"Diras2","DIRAS2"
56783,"Fam46c","FAM46C"
56784,"Pqlc2","PQLC2"
56785,"Lime1","LIME1"
56788,"BC026590","FAM206A"
56789,"Nlrp2","NLRP2"
56791,"Epn3","EPN3"
56793,"Enox1","ENOX1"
56794,"Magohb","MAGOHB"
56797,"Asf1b","ASF1B"
56798,"Dhx32","DHX32"
56800,"Sept11","SEPT11"
56801,"Ogdhl","OGDHL"
56803,"Rhot1","RHOT1"
56805,"Slc29a3","SLC29A3"
56806,"Tmem106b","TMEM106B"
56807,"Wdr33","WDR33"
56808,"Chst11","CHST11"
56810,"Lrp1b","LRP1B"
56812,"Trpv6","TRPV6"
56814,"Ddx43","DDX43"
56817,"Sult1c1","SULT1C3"
56821,"Dnah12","DNAH12"
56824,"Pcdhga1","PCDHGA1"
56827,"Pcdhga9","PCDHGA9"
56833,"Ubash3a","UBASH3A"
56834,"Sntg1","SNTG1"
56835,"Mov10l1","MOV10L1"
56837,"Krt20","KRT20"
56839,"Wdr44","WDR44"
56840,"Fam35a","FAM35A"
56841,"Eml4","EML4"
56843,"Arl15","ARL15"
56856,"Tbc1d1","TBC1D1"
56859,"Cdh17","CDH17"
56861,"Cbln3","CBLN3"
56863,"Inpp5e","INPP5E"
56868,"Kif21b","KIF21B"
56870,"Selk","SELK"
56875,"Uggt2","UGGT2"
56878,"Wdr93","WDR93"
56879,"Fam20c","FAM20C"
56880,"Scamp5","SCAMP5"
56885,"Pdss2","PDSS2"
56886,"Chrna10","CHRNA10"
56892,"Zfp286","ZNF286A"
56894,"Rhoj","RHOJ"
56895,"Clk4","CLK4"
56897,"Aars2","AARS2"
56898,"Srgap1","SRGAP1"
56899,"Sorcs2","SORCS2"
56903,"Klhl1","KLHL1"
56904,"Dtx2","DTX2"
56908,"Ank3","ANK3"
56912,"Slc15a2","SLC15A2"
56913,"Cacna1h","CACNA1H"
56916,"Gatad1","GATAD1"
56919,"Itgad","ITGAD"
56920,"Spata5","SPATA5"
56924,"Ptprt","PTPRT"
56926,"Pcbp4","PCBP4"
56927,"Chst5","CHST6"
56929,"Ip6k2","IP6K2"
56936,"Egln1","EGLN1"
56937,"Abhd4","ABHD4"
56940,"Atp13a2","ATP13A2"
56941,"Prdm15","PRDM15"
56942,"Golph3","GOLPH3"
56943,"Smoc1","SMOC1"
56944,"Rtp4","RTP4"
56949,"Atl2","ATL2"
56951,"Cdh24","CDH24"
56955,"Pim3","PIM3"
56957,"Usp46","USP46"
56959,"Papolg","PAPOLG"
56960,"Whsc1l1","WHSC1L1"
56962,"Slc9a3r2","SLC9A3R2"
56969,"Yipf5","YIPF5"
56971,"Tnfsf13","TNFSF13"
56979,"Pank1","PANK1"
56982,"Npffr2","NPFFR2"
56983,"Camkv","CAMKV"
56985,"Tmprss3","TMPRSS3"
56986,"Ddx50","DDX50"
56993,"Wdr25","WDR25"
56994,"Slc52a2","SLC52A2"
56995,"Vcpkmt","VCPKMT"
56997,"Galnt14","GALNT14"
56998,"Tnfaip8l2","TNFAIP8L2"
56999,"Pank3","PANK3"
57000,"Dhx40","DHX40"
57002,"Nars2","NARS2"
57005,"Vash2","VASH2"
57006,"Ttc21b","TTC21B"
57008,"Nek11","NEK11"
57009,"Zfp157","ZNF613"
57014,"Cped1","CPED1"
57015,"Dnajb14","DNAJB14"
57016,"Dock5","DOCK5"
57020,"Mogat2","MOGAT2"
57021,"5031414D18Rik","KIAA0226L"
57022,"Opa3","OPA3"
57023,"Sik3","SIK3"
57024,"Ninl","NINL"
57027,"Pbx4","PBX4"
57028,"Pcbd1","PCBD1"
57030,"Mrps22","MRPS22"
57031,"Timm50","TIMM50"
57032,"Ormdl3","ORMDL3"
57033,"Rbm4b","RBM4B"
57034,"Nkapl","NKAPL"
57037,"Duoxa2","DUOXA2"
57041,"Fam220a","FAM220A"
57043,"Mrps24","MRPS24"
57046,"Slc25a30","SLC25A30"
57048,"Narf","NARF"
57050,"Kirrel3","KIRREL3"
57051,"1600012H06Rik","C6orf120"
57052,"Atp5g2","ATP5G2"
57056,"Otub2","OTUB2"
57057,"Gsto2","GSTO2"
57062,"Haghl","HAGHL"
57065,"Dennd6b","DENND6B"
57070,"Tlcd2","TLCD2"
57076,"Slc25a33","SLC25A33"
57078,"Tssk4","TSSK4"
57079,"Tbc1d9","TBC1D9"
57083,"Slc39a5","SLC39A5"
57086,"Rrp1b","RRP1B"
57091,"Calr3","CALR3"
57094,"Nabp1","NABP1"
57095,"Herc3","HERC3"
57098,"Dpp8","DPP8"
57100,"4930563D23Rik","C21orf140"
57100,"4930563D23Rik","LOC102723451"
57102,"Chmp4b","CHMP4B"
57105,"Zdhhc20","ZDHHC20"
57110,"Mdh1b","MDH1B"
57111,"Col25a1","COL25A1"
57112,"Tmco4","TMCO4"
57114,"Prr7","PRR7"
57115,"Itih5","ITIH5"
57119,"Ropn1","ROPN1"
57125,"Lman2l","LMAN2L"
57133,"Acsbg2","ACSBG2"
57135,"Slco5a1","SLCO5A1"
57137,"Itga1","ITGA1"
57138,"Pgk2","PGK2"
57139,"Slc19a1","SLC19A1"
57144,"Apool","APOOL"
57145,"Gigyf1","GIGYF1"
57146,"Mark4","MARK4"
57147,"Ano3","ANO3"
57149,"Gucd1","GUCD1"
57151,"Slc25a18","SLC25A18"
57152,"Sv2c","SV2C"
57158,"Tatdn1","TATDN1"
57160,"Kalrn","KALRN"
57161,"Ghsr","GHSR"
57162,"Pcdhga8","PCDHGA8"
57167,"Capns2","CAPNS2"
57169,"Brsk1","BRSK1"
57173,"Nt5c1a","NT5C1A"
57174,"Spink7","SPINK7"
57175,"Fam126a","FAM126A"
57178,"Cndp1","CNDP1"
57181,"Cbr4","CBR4"
57187,"CK137956","C1orf94"
57198,"Gal3st3","GAL3ST3"
57200,"Acpt","ACPT"
57205,"Sept8","SEPT8"
57206,"LOC102636769","LCN15"
57211,"Abcc12","ABCC12"
57467,"Mboat1","MBOAT1"
57502,"Vars2","VARS2"
58616,"Abcc10","ABCC10"
58958,"Ppm1n","PPM1N"
59263,"Slc2a12","SLC2A12"
59931,"Wdr5","WDR5"
60033,"Txnrd3","TXNRD3"
60114,"Yif1b","YIF1B"
61676,"Mob1b","MOB1B"
62157,"Itprip","ITPRIP"
62158,"Zfp764","ZNF764"
62161,"Vangl2","VANGL2"
62163,"Tssk3","TSSK3"
62165,"Slc25a25","SLC25A25"
62166,"Esco1","ESCO1"
62167,"Galnt13","GALNT13"
62170,"Fam129a","FAM129A"
62172,"Adc","ADC"
62175,"Wnt16","WNT16"
62199,"Msi2","MSI2"
62200,"Necab2","NECAB2"
62246,"Cpa5","CPA5"
62287,"Trpm3","TRPM3"
62301,"Zdhhc14","ZDHHC14"
62377,"Rab39b","RAB39B"
62402,"Ephx4","EPHX4"
62404,"Tmem120b","TMEM120B"
62417,"Dis3l2","DIS3L2"
62425,"Avl9","AVL9"
62431,"Pnpla7","PNPLA7"
62452,"Lrig3","LRIG3"
62481,"Slc35f3","SLC35F3"
62496,"Slc7a6","SLC7A6"
62617,"Sept6","SEPT6"
62637,"Snx32","SNX32"
62645,"Slc8a3","SLC8A3"
62654,"Slco4c1","SLCO4C1"
62657,"Enpp6","ENPP6"
62661,"Lhx8","LHX8"
62673,"Unkl","UNKL"
62675,"Tmppe","TMPPE"
62681,"Slc39a13","SLC39A13"
62693,"Chd3","CHD3"
62723,"Tmprss11a","TMPRSS11A"
62794,"Zfp280b","ZNF280B"
62795,"Ttbk2","TTBK2"
63366,"Efcab5","EFCAB5"
64011,"Abracl","ABRACL"
64245,"Papd5","PAPD5"
64353,"Wtip","WTIP"
64370,"Zfp704","ZNF704"
64373,"Zfand2a","ZFAND2A"
64441,"Slc25a47","SLC25A47"
64463,"Sptssb","SPTSSB"
64464,"Hiatl1","HIATL1"
64466,"Smim14","SMIM14"
64475,"Vmn1r237","VN1R4"
64485,"Sgsm1","SGSM1"
64602,"Med16","MED16"
64631,"Zfp551","ZNF551"
64632,"Tm4sf19","TM4SF19"
64641,"Cdk15","CDK15"
64642,"Adamtsl1","ADAMTSL1"
64662,"Cecr2","CECR2"
64680,"Tanc2","TANC2"
64797,"Skor2","SKOR2"
64807,"Dhrs13","DHRS13"
64815,"Tmem184a","TMEM184A"
64820,"Zscan25","ZSCAN25"
64823,"Diras1","DIRAS1"
64826,"Mob3c","MOB3C"
64827,"Zfp867","ZNF627"
64830,"Slc44a3","SLC44A3"
64832,"Slc5a8","SLC5A8"
64833,"5430435G22Rik","RAB7B"
64840,"Glyat","GLYAT"
64844,"Stard13","STARD13"
64846,"Olfr448","OR2A5"
64855,"Olfr1494","OR10Q1"
64859,"Olfr692","OR52W1"
64865,"Olfr323","OR11L1"
64866,"Olfr460","OR9A4"
64870,"Olfr462","OR4D2"
64870,"Olfr463","OR4D2"
64896,"Olfr24","OR1M1"
64897,"Olfr350","OR1J4"
64906,"Olfr1444","OR5B21"
64916,"Olfr1104","OR8I2"
64935,"Olfr631","OR51M1"
64956,"Olfr666","OR52N2"
64962,"Olfr577","OR51G2"
65036,"Tarsl2","TARSL2"
65037,"Slc5a10","SLC5A10"
65043,"Fam194a","FAM194A"
65044,"Egflam","EGFLAM"
65045,"Got1l1","GOT1L1"
65046,"Zfp664","ZNF664"
65048,"Zfp583","ZNF583"
65049,"Pm20d1","PM20D1"
65050,"Ccnyl1","CCNYL1"
65054,"Zfp300","ZNF567"
65056,"Cdc20b","CDC20B"
65059,"Scube3","SCUBE3"
65061,"Col24a1","COL24A1"
65064,"Ebf4","EBF4"
65073,"Nkain2","NKAIN2"
65105,"Nlrp5","NLRP5"
65126,"Pank2","PANK2"
65127,"Zbtb8b","ZBTB8B"
65128,"Cpne7","CPNE7"
65132,"Kremen2","KREMEN2"
65137,"Galntl6","GALNTL6"
65163,"Ralgps1","RALGPS1"
65196,"Serhl","SERHL2"
65235,"Cep68","CEP68"
65241,"Adamts18","ADAMTS18"
65244,"Lrtm2","LRTM2"
65245,"Ncoa7","NCOA7"
65246,"Serinc5","SERINC5"
65257,"Ip6k3","IP6K3"
65261,"Krt78","KRT78"
65262,"Dnd1","DND1"
65263,"Fam124b","FAM124B"
65264,"Ccdc149","CCDC149"
65267,"Clvs1","CLVS1"
65275,"Rttn","RTTN"
65276,"Eogt","EOGT"
65280,"Zfp41","ZFP41"
65284,"Arhgap44","ARHGAP44"
65285,"Prss58","PRSS58"
65286,"Taar9","TAAR9"
65290,"Rspo4","RSPO4"
65296,"Cbx7","CBX7"
65299,"Tmtc1","TMTC1"
65315,"Fam179a","FAM179A"
65318,"Zfp629","ZNF629"
65328,"Zfp12","ZNF12"
65330,"Tusc5","TUSC5"
65333,"Slc15a5","SLC15A5"
65334,"Zfp385c","LOC100507656"
65335,"Mettl24","METTL24"
65339,"Pla2g4e","PLA2G4E"
65341,"Dsg4","DSG4"
65342,"Lrrtm2","LRRTM2"
65347,"Bsx","BSX"
65355,"Rgmb","RGMB"
65356,"Tmprss11f","TMPRSS11F"
65357,"Stk32a","STK32A"
65358,"Nsun3","NSUN3"
65605,"Ccdc85a","CCDC85A"
65608,"Qsox2","QSOX2"
65615,"Bcl9l","BCL9L"
65619,"A730067D02Rik","ANKDD1A"
65620,"Kif9","KIF9"
65622,"Ap1s3","AP1S3"
65856,"Nanos3","NANOS3"
65865,"Slc23a3","SLC23A3"
65866,"Prr14l","PRR14L"
65867,"Mafa","MAFA"
65979,"Dcaf17","DCAF17"
65982,"Csmd3","CSMD3"
65986,"Sh2d6","SH2D6"
65995,"Fam211b","FAM211B"
65996,"Fam211a","FAM211A"
65999,"Kctd1","KCTD1"
66004,"Apitd1","APITD1-CORT"
66004,"Apitd1","APITD1"
66103,"Otud3","OTUD3"
66105,"Rprml","RPRML"
66117,"Myh7b","MYH7B"
66151,"Ush2a","USH2A"
66164,"Shisa6","SHISA6"
66182,"LOC102637189","C2orf66"
66191,"Mast3","MAST3"
66192,"Hecw2","HECW2"
66194,"Tnrc6b","TNRC6B"
66195,"Efr3b","EFR3B"
66198,"Strip2","STRIP2"
66199,"March4","MARCH4"
66204,"Mysm1","MYSM1"
66207,"Arl9","ARL9"
66215,"Olfr592","OR52J3"
66233,"Awat1","AWAT1"
66243,"Mylk4","MYLK4"
66271,"Pitpnm3","PITPNM3"
66272,"Klhl29","KLHL29"
66273,"2010111I01Rik","C9orf3"
66277,"Arrdc5","ARRDC5"
66294,"Zyg11a","ZYG11A"
66298,"2510049J12Rik","C3orf83"
66300,"Arhgef5","ARHGEF5"
66302,"Fat1","FAT1"
66313,"BC023829","TMEM185A"
66327,"Skida1","SKIDA1"
66336,"Pabpc4l","PABPC4L"
66345,"Col28a1","COL28A1"
66368,"Rnf217","RNF217"
66379,"Lurap1","LURAP1"
66393,"Fbxo43","FBXO43"
66455,"Olfr685","OR52L1"
66459,"Olfr65","OR51B6"
66579,"Olfr3","OR1J1"
66599,"Ano4","ANO4"
66605,"Fam135b","FAM135B"
66610,"Krt80","KRT80"
66630,"Plxnb2","PLXNB2"
66636,"Rbm44","RBM44"
66637,"Klhdc9","KLHDC9"
66646,"Ddhd2","DDHD2"
66746,"Zcchc24","ZCCHC24"
66924,"Trim72","TRIM72"
66935,"Sp9","SP9"
66961,"Pde4dip","PDE4DIP"
66969,"Lipn","LIPN"
66971,"Bpifb4","BPIFB4"
66992,"C330006A16Rik","C9orf69"
67014,"Tex36","TEX36"
67023,"Fam149b","FAM149B1"
67036,"Prr23a","PRR23A"
67036,"2410012M07Rik","PRR23A"
67036,"Gm6406","PRR23A"
67062,"Olfr220","OR6Y1"
67083,"Ano9","ANO9"
67089,"Tmem194b","TMEM194B"
67092,"Mdc1","MDC1"
67109,"Gm19797","LNP1"
67120,"Ticrr","TICRR"
67131,"Dnah1","DNAH1"
67159,"Ccdc146","CCDC146"
67175,"4930564B18Rik","FAM194B"
67184,"Grrp1","FAM110D"
67424,"Serinc4","SERINC4"
67425,"Ahnak","AHNAK"
67734,"Cby3","CBY3"
67746,"Fabp12","FABP12"
67775,"Nms","NMS"
67804,"Epha10","EPHA10"
67808,"Iqcf6","IQCF6"
67934,"Ak9","AK9"
67970,"Sdhaf1","SDHAF1"
67991,"Samd3","SAMD3"
68031,"C3","C3"
68033,"Col4a3","COL4A3"
68035,"Cyp1b1","CYP1B1"
68040,"Gba","GBA"
68042,"Lcat","LCAT"
68044,"Myh7","MYH7"
68045,"Rhag","RHAG"
68046,"Rlbp1","RLBP1"
68047,"Slc2a2","SLC2A2"
68048,"Abcc8","ABCC8"
68049,"Tcof1","TCOF1"
